,datum,RemediMax,VitaFlux,SynaptraZol,NeuroRevive,Immunoxen,RemediSol,Vitalisol,RestoraZen,Year,Month,Hour,Weekday Name
261,2017-09-19,4.34,1.855,4.5,20.6,14.0,1.0,2.0,0.0,2017,9,276,Tuesday
262,2017-09-20,1.0,3.02,6.0,12.4,7.0,0.0,0.0,3.0,2017,9,276,Wednesday
263,2017-09-21,3.34,4.0,5.5,34.2,10.0,1.0,0.0,2.0,2017,9,276,Thursday
264,2017-09-22,3.0,3.34,5.5,26.0,10.0,0.0,1.0,2.0,2017,9,276,Friday
265,2017-09-23,6.0,3.34,1.4,24.7,14.0,0.0,0.0,0.0,2017,9,276,Saturday
266,2017-09-24,4.68,6.34,8.2,49.15,15.0,1.0,1.0,5.0,2017,9,276,Sunday
267,2017-09-25,4.0,3.68,3.5,38.0,22.0,2.0,0.0,1.0,2017,9,276,Monday
268,2017-09-26,4.0,2.0,6.0,46.3,18.0,0.0,0.0,4.0,2017,9,276,Tuesday
269,2017-09-27,0.34,2.68,1.0,21.2,6.0,0.0,0.0,2.0,2017,9,276,Wednesday
270,2017-09-28,7.0,3.68,2.3,29.8,12.0,0.0,10.0,4.0,2017,9,276,Thursday
271,2017-09-29,10.0,5.34,4.0,61.3,10.0,2.0,22.0,2.0,2017,9,276,Friday
272,2017-09-30,2.34,0.0,2.4,44.0,15.0,0.0,11.0,2.0,2017,10,276,Saturday
273,2017-10-01,2.0,4.99,5.0,23.9,11.0,0.0,2.0,1.0,2017,10,276,Sunday
274,2017-10-02,4.33,1.34,5.9,44.14,12.0,0.0,11.0,2.0,2017,10,276,Monday
275,2017-10-03,4.68,7.766,8.0,49.9,12.0,1.0,25.0,0.0,2017,10,276,Tuesday
276,2017-10-04,2.0,3.34,3.0,19.0,1.0,0.0,0.0,3.0,2017,10,276,Wednesday
277,2017-10-05,5.34,1.365,2.4,69.875,13.0,1.0,0.0,1.0,2017,10,276,Thursday
278,2017-10-06,3.0,4.34,2.2,41.7,17.0,1.0,5.0,0.0,2017,10,276,Friday
279,2017-10-07,3.68,6.0,7.0,50.0,17.0,0.0,0.0,2.0,2017,10,276,Saturday
280,2017-10-08,1.0,4.69,6.0,48.2,10.0,2.0,5.0,0.0,2017,10,276,Sunday
281,2017-10-09,4.34,2.68,9.0,28.8,24.0,3.0,6.0,0.5,2017,10,276,Monday
282,2017-10-10,3.34,3.68,5.0,35.9,15.0,0.0,0.0,5.0,2017,10,276,Tuesday
283,2017-10-11,3.0,0.33,1.5,22.5,7.0,0.0,5.0,2.0,2017,10,276,Wednesday
284,2017-10-12,1.68,4.0,6.2,31.9,11.0,0.0,1.0,2.0,2017,10,276,Thursday
285,2017-10-13,3.0,5.41,4.8,31.8,7.0,0.0,11.0,0.0,2017,10,276,Friday
286,2017-10-14,1.33,6.35,3.5,23.7,14.0,1.0,2.0,4.0,2017,10,276,Saturday
287,2017-10-15,6.775,3.5103125,2.9375,58.921875,9.0625,0.625,5.0,2.1875,2017,10,276,Sunday
288,2017-10-16,3.0,2.34,3.4,42.0,22.0,3.0,0.0,2.0,2017,10,276,Monday
289,2017-10-17,4.0,6.0,5.5,21.4,24.0,0.0,3.0,2.0,2017,10,276,Tuesday
290,2017-10-18,3.33,3.0,2.0,13.9,9.0,0.0,6.0,1.0,2017,10,276,Wednesday
291,2017-10-19,3.34,5.66,7.3,35.4,25.0,2.0,0.0,1.0,2017,10,276,Thursday
292,2017-10-20,2.34,4.34,6.4,14.3,11.0,0.0,20.0,1.0,2017,10,276,Friday
293,2017-10-21,3.33,2.0,2.6,20.9,7.0,0.0,2.0,1.0,2017,10,276,Saturday
294,2017-10-22,1.34,4.33,0.0,32.2,7.0,1.0,0.0,0.0,2017,10,276,Sunday
295,2017-10-23,3.67,2.67,6.3,49.4,18.0,0.0,5.0,1.0,2017,10,276,Monday
296,2017-10-24,2.33,5.14,1.0,31.0,21.0,0.0,2.0,5.0,2017,10,276,Tuesday
297,2017-10-25,3.34,1.0,1.6,30.4,6.0,0.0,1.0,1.0,2017,10,276,Wednesday
298,2017-10-26,8.34,4.55,4.0,25.3,17.0,1.0,3.0,0.0,2017,10,276,Thursday
299,2017-10-27,4.0,3.48,10.0,40.4,23.0,0.0,0.0,2.0,2017,10,276,Friday
300,2017-10-28,5.0,1.0,6.6,41.0,20.0,2.0,27.0,1.0,2017,10,276,Saturday
301,2017-10-29,0.0,1.0,5.0,20.3,11.0,1.0,2.0,0.0,2017,10,276,Sunday
302,2017-10-30,2.0,2.45,4.0,31.0,16.0,0.0,0.0,2.0,2017,10,276,Monday
303,2017-10-31,2.33,2.34,3.5,43.8,22.0,0.0,7.0,1.0,2017,11,276,Tuesday
304,2017-11-01,4.0,0.0,1.0,2.0,3.5,0.0,0.0,1.0,2017,11,276,Wednesday
305,2017-11-02,7.0,4.33,1.0,27.8,19.0,0.0,5.0,1.0,2017,11,276,Thursday
306,2017-11-03,6.33,1.0,5.2,26.5,15.0,0.0,0.0,1.0,2017,11,276,Friday
307,2017-11-04,0.0,1.68,4.0,27.0,19.0,3.0,1.0,0.0,2017,11,276,Saturday
308,2017-11-05,6.0,2.34,5.2,23.4,23.0,1.0,0.0,0.0,2017,11,276,Sunday
309,2017-11-06,6.0,10.34,5.5,15.8,32.0,1.0,0.0,1.0,2017,11,276,Monday
310,2017-11-07,12.0,7.02,6.0,34.4,24.0,0.0,17.0,2.2,2017,11,276,Tuesday
311,2017-11-08,3.34,4.34,2.9,23.0,20.0,0.0,2.0,1.0,2017,11,276,Wednesday
312,2017-11-09,1.0,5.32,3.3,24.3,13.0,0.0,7.0,1.0,2017,11,276,Thursday
313,2017-11-10,8.0,4.0,2.0,23.0,18.0,0.0,8.0,2.0,2017,11,276,Friday
314,2017-11-11,3.0,5.0,4.0,25.0,16.0,0.0,3.0,0.0,2017,11,276,Saturday
315,2017-11-12,8.0,2.0,5.0,33.2,10.0,0.0,0.0,2.2,2017,11,276,Sunday
316,2017-11-13,5.34,0.0,6.0,29.4,20.0,1.0,2.0,3.0,2017,11,276,Monday
317,2017-11-14,4.33,5.34,5.0,23.6,20.0,2.0,2.0,2.0,2017,11,276,Tuesday
318,2017-11-15,2.0,2.68,6.0,18.6,13.0,1.0,0.0,0.0,2017,11,276,Wednesday
319,2017-11-16,9.0,5.01,5.5,23.0,23.0,1.0,10.0,0.2,2017,11,276,Thursday
320,2017-11-17,2.67,2.0,5.0,19.3,10.5,1.0,0.0,1.0,2017,11,276,Friday
321,2017-11-18,1.34,3.67,10.0,32.0,17.0,0.0,10.0,4.0,2017,11,276,Saturday
322,2017-11-19,4.0,7.0,5.0,18.8,13.0,0.0,8.0,0.0,2017,11,276,Sunday
323,2017-11-20,1.34,1.34,3.0,22.4,16.0,0.0,2.0,1.0,2017,11,276,Monday
324,2017-11-21,6.0,2.34,3.0,23.7,15.0,1.0,8.0,1.4,2017,11,276,Tuesday
325,2017-11-22,4.0,3.68,6.0,22.3,11.0,0.0,0.0,1.1,2017,11,276,Wednesday
326,2017-11-23,4.0,3.0,6.0,30.6,19.0,1.0,1.0,2.1,2017,11,276,Thursday
327,2017-11-24,5.36,1.68,2.0,19.2,18.0,0.0,2.0,3.0,2017,11,276,Friday
328,2017-11-25,3.0,5.0,6.0,21.0,13.0,3.0,11.0,2.0,2017,11,276,Saturday
329,2017-11-26,7.0,3.67,2.3,21.2,9.0,1.0,4.0,3.0,2017,11,276,Sunday
330,2017-11-27,3.02,1.4,15.0,15.9,12.0,1.0,2.0,1.0,2017,11,276,Monday
331,2017-11-28,3.0,2.01,3.3,31.0,16.0,0.0,0.0,5.0,2017,11,276,Tuesday
332,2017-11-29,5.68,1.33,5.0,22.6,9.0,1.0,0.0,2.0,2017,11,276,Wednesday
333,2017-11-30,4.34,4.01,0.0,36.4,19.0,0.0,2.0,2.0,2017,12,276,Thursday
334,2017-12-01,6.99,4.33,3.7,7.8,26.0,0.0,4.0,1.0,2017,12,276,Friday
335,2017-12-02,4.0,3.33,5.0,16.6,23.0,2.0,13.0,3.2,2017,12,276,Saturday
336,2017-12-03,3.0,4.34,3.6,28.7,16.0,1.0,1.0,0.0,2017,12,276,Sunday
337,2017-12-04,2.02,5.68,1.0,28.1,15.0,1.0,1.0,2.2,2017,12,276,Monday
338,2017-12-05,3.34,3.68,1.0,12.4,9.0,0.0,7.0,1.0,2017,12,276,Tuesday
339,2017-12-06,5.0,4.911,4.0,45.7,6.0,0.0,12.0,0.0,2017,12,276,Wednesday
340,2017-12-07,1.0,3.33,2.0,20.3,9.0,0.0,0.0,0.0,2017,12,276,Thursday
341,2017-12-08,1.0,2.34,7.0,27.28,12.0,1.0,0.0,2.0,2017,12,276,Friday
342,2017-12-09,3.34,3.0,2.0,51.2,28.0,3.0,6.0,0.0,2017,12,276,Saturday
343,2017-12-10,2.34,5.33,7.0,16.3,21.0,2.0,0.0,0.0,2017,12,276,Sunday
344,2017-12-11,6.34,2.34,5.6,41.4,18.0,0.0,2.0,0.0,2017,12,276,Monday
345,2017-12-12,1.0,3.34,2.4,25.1,11.0,1.0,7.0,0.0,2017,12,276,Tuesday
346,2017-12-13,10.0,2.34,4.4,40.0,10.0,0.0,6.0,1.0,2017,12,276,Wednesday
347,2017-12-14,5.34,4.02,7.64,42.2,14.0,1.0,9.0,1.0,2017,12,276,Thursday
348,2017-12-15,6.34,1.34,6.2,23.0,23.0,3.0,4.0,1.0,2017,12,276,Friday
349,2017-12-16,3.0,3.67,3.5,28.0,17.0,2.0,8.0,0.0,2017,12,276,Saturday
350,2017-12-17,5.0,3.67,3.0,26.6,9.0,0.0,0.0,0.0,2017,12,276,Sunday
351,2017-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,12,276,Monday
352,2017-12-19,1.0,3.66,2.0,31.3,9.0,0.0,0.0,3.0,2017,12,276,Tuesday
353,2017-12-20,4.33,4.33,2.0,52.5,6.0,0.0,10.0,1.0,2017,12,276,Wednesday
354,2017-12-21,3.34,4.68,2.284,19.6,43.0,1.0,13.0,4.0,2017,12,276,Thursday
355,2017-12-22,10.5,3.0,4.6,40.4,13.0,2.0,15.0,0.0,2017,12,276,Friday
356,2017-12-23,1.0,3.0,1.0,41.6,16.0,0.0,2.0,2.0,2017,12,276,Saturday
357,2017-12-24,8.34,2.0,9.5,31.0,16.0,0.0,2.0,2.0,2017,12,276,Sunday
358,2017-12-25,3.33,4.01,3.0,30.7,25.0,1.0,0.0,0.0,2017,12,276,Monday
359,2017-12-26,7.33,5.34,4.4,39.0,26.0,0.0,9.0,3.0,2017,12,276,Tuesday
360,2017-12-27,2.34,10.76,3.0,80.4,15.0,0.0,13.0,1.0,2017,12,276,Wednesday
361,2017-12-28,2.33,3.66,4.0,40.0,5.0,1.0,2.0,0.0,2017,12,276,Thursday
362,2017-12-29,9.0,5.63,3.8,51.0,18.0,0.0,5.0,2.0,2017,12,276,Friday
363,2017-12-30,5.67,6.33,2.5,41.08,14.0,3.0,10.0,1.0,2017,12,276,Saturday
364,2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,276,Sunday
365,2018-01-01,6.0,5.33,4.9,50.8,13.0,0.0,6.25,2.0,2018,1,276,Monday
366,2018-01-02,9.0,4.67,6.0,57.24,11.0,3.0,0.0,4.0,2018,1,276,Tuesday
367,2018-01-03,4.68,8.92,3.5,60.1,4.0,0.0,2.0,1.0,2018,1,276,Wednesday
368,2018-01-04,2.34,3.32,1.0,33.6,14.0,0.0,16.0,3.0,2018,1,276,Thursday
369,2018-01-05,3.0,9.37,7.3,42.0,13.0,0.0,3.0,0.0,2018,1,276,Friday
370,2018-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,276,Saturday
371,2018-01-07,2.0,7.077,1.2,46.4,13.0,1.0,1.0,2.0,2018,1,276,Sunday
372,2018-01-08,3.0,4.34,9.4,36.2,33.0,2.0,7.0,2.0,2018,1,276,Monday
373,2018-01-09,6.0,5.864,7.0,32.6,14.0,3.0,1.0,1.0,2018,1,276,Tuesday
374,2018-01-10,3.0,7.34,7.0,43.6,11.0,1.0,11.0,2.0,2018,1,276,Wednesday
375,2018-01-11,2.33,3.34,7.5,36.6,18.0,0.0,6.0,1.0,2018,1,276,Thursday
376,2018-01-12,10.34,4.66,10.0,34.0,14.0,2.0,4.0,2.0,2018,1,276,Friday
377,2018-01-13,3.0,3.34,5.0,23.0,20.0,0.0,1.0,0.0,2018,1,276,Saturday
378,2018-01-14,6.67,3.0,1.0,55.25,13.0,0.0,15.0,2.0,2018,1,276,Sunday
379,2018-01-15,6.33,5.99,3.8,43.0,16.0,2.0,6.0,2.0,2018,1,276,Monday
380,2018-01-16,6.68,5.68,7.0,19.2,18.0,0.0,0.0,0.0,2018,1,276,Tuesday
381,2018-01-17,4.0,4.34,4.5,20.4,16.0,0.0,0.0,2.0,2018,1,276,Wednesday
382,2018-01-18,5.34,2.68,1.1,32.0,12.0,0.0,20.0,2.0,2018,1,276,Thursday
383,2018-01-19,4.34,0.33,6.0,38.0,24.0,1.0,4.0,1.0,2018,1,276,Friday
384,2018-01-20,4.0,1.0,2.0,37.45,17.0,1.0,0.0,1.0,2018,1,276,Saturday
385,2018-01-21,4.0,1.34,4.0,21.4,19.0,0.0,0.0,1.0,2018,1,276,Sunday
386,2018-01-22,3.67,4.728,8.0,30.0,14.0,0.0,7.0,2.0,2018,1,276,Monday
387,2018-01-23,4.34,3.33,9.2,49.7,31.0,0.0,22.0,1.0,2018,1,276,Tuesday
388,2018-01-24,4.0,1.13,1.9,38.0,11.0,1.0,5.0,0.0,2018,1,276,Wednesday
389,2018-01-25,8.5,4.67,4.0,34.4,15.0,0.0,13.0,0.0,2018,1,276,Thursday
390,2018-01-26,2.67,6.33,1.0,20.0,14.0,0.0,0.0,0.0,2018,1,276,Friday
391,2018-01-27,3.0,5.34,3.0,32.0,18.0,3.0,5.0,3.0,2018,1,276,Saturday
392,2018-01-28,4.34,5.71,8.7,24.4,16.0,3.0,11.0,3.0,2018,1,276,Sunday
393,2018-01-29,1.0,1.068,1.0,20.5,19.0,1.0,0.0,0.0,2018,1,276,Monday
394,2018-01-30,8.34,6.112,5.0,32.4,12.0,0.0,11.0,2.0,2018,1,276,Tuesday
395,2018-01-31,4.34,7.35,7.0,35.6,7.0,1.0,0.0,1.0,2018,2,276,Wednesday
396,2018-02-01,6.0,4.0,5.1,20.9,14.0,0.0,3.0,2.0,2018,2,276,Thursday
397,2018-02-02,3.33,3.0,6.2,24.2,18.0,0.0,6.0,5.0,2018,2,276,Friday
398,2018-02-03,2.34,2.67,2.4,38.8,6.0,0.0,12.0,0.0,2018,2,276,Saturday
399,2018-02-04,2.0,5.57,3.0,24.85,12.0,0.0,2.0,1.0,2018,2,276,Sunday
400,2018-02-05,3.33,3.33,7.3,23.0,7.0,1.0,13.0,1.0,2018,2,276,Monday
401,2018-02-06,2.0,5.0,1.9,33.6,9.0,0.0,0.0,2.0,2018,2,276,Tuesday
402,2018-02-07,1.34,7.759,5.7,29.9,8.0,0.0,0.0,0.0,2018,2,276,Wednesday
403,2018-02-08,3.33,3.54,9.6,20.7,8.0,1.0,0.0,1.0,2018,2,276,Thursday
404,2018-02-09,3.66,8.67,7.0,33.0,11.0,0.0,6.0,3.0,2018,2,276,Friday
405,2018-02-10,3.0,5.14,3.6,48.5,16.0,0.0,20.0,2.0,2018,2,276,Saturday
406,2018-02-11,3.0,4.0,6.0,23.82,11.0,1.0,5.0,0.0,2018,2,276,Sunday
407,2018-02-12,6.01,4.23,7.0,29.6,11.0,1.0,22.0,1.0,2018,2,276,Monday
408,2018-02-13,4.33,1.736,6.7,29.2,13.0,1.0,5.0,4.0,2018,2,276,Tuesday
409,2018-02-14,11.68,2.33,4.3,38.0,7.0,0.0,7.0,2.0,2018,2,276,Wednesday
410,2018-02-15,3.01,3.75,4.0,40.1,4.0,0.0,10.0,0.0,2018,2,276,Thursday
411,2018-02-16,5.33,8.693,4.0,36.2,3.0,0.0,6.0,1.0,2018,2,276,Friday
412,2018-02-17,1.0,2.66,1.33,36.212,4.0,0.0,11.0,0.0,2018,2,276,Saturday
413,2018-02-18,2.0,3.332,4.0,36.7,2.0,2.0,6.0,3.0,2018,2,276,Sunday
414,2018-02-19,5.33,4.66,0.5,27.0,5.0,0.0,25.0,6.0,2018,2,276,Monday
415,2018-02-20,3.0,5.347,4.8,57.0,9.0,0.0,0.0,3.0,2018,2,276,Tuesday
416,2018-02-21,2.0,4.34,2.0,50.6,7.0,0.0,11.0,1.0,2018,2,276,Wednesday
417,2018-02-22,5.0,3.16,7.5,55.4,9.0,0.0,20.0,0.0,2018,2,276,Thursday
418,2018-02-23,3.68,3.34,6.2,22.07,11.0,0.0,11.0,2.0,2018,2,276,Friday
419,2018-02-24,7.0,6.33,6.1,24.0,8.0,0.0,2.0,2.0,2018,2,276,Saturday
420,2018-02-25,6.0,2.0,2.0,36.7,13.0,0.0,1.0,1.0,2018,2,276,Sunday
421,2018-02-26,6.33,4.473,5.0,51.0,1.0,1.0,0.0,0.0,2018,2,276,Monday
422,2018-02-27,6.34,3.33,1.6,26.6,9.0,0.0,4.0,3.0,2018,2,276,Tuesday
423,2018-02-28,9.0,7.893,2.7,25.9,3.0,4.0,0.0,4.0,2018,3,276,Wednesday
424,2018-03-01,6.67,4.68,3.5,40.7,6.0,1.0,2.0,3.0,2018,3,276,Thursday
425,2018-03-02,8.0,6.03,4.5,45.6,14.0,0.0,1.0,4.0,2018,3,276,Friday
426,2018-03-03,9.68,5.67,3.3,46.85,4.0,0.0,11.0,1.0,2018,3,276,Saturday
427,2018-03-04,6.0,2.33,3.0,35.0,2.0,0.0,0.0,0.0,2018,3,276,Sunday
428,2018-03-05,2.0,2.67,6.0,19.8,4.0,0.0,1.0,1.0,2018,3,276,Monday
429,2018-03-06,3.33,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2018,3,276,Tuesday
430,2018-03-07,6.0,3.397,2.4,55.4,9.0,0.0,2.0,1.0,2018,3,276,Wednesday
431,2018-03-08,2.0,3.0,5.0,32.7,10.0,0.0,1.0,1.0,2018,3,276,Thursday
432,2018-03-09,1.34,3.66,5.0,40.4,6.0,0.0,6.0,3.0,2018,3,276,Friday
433,2018-03-10,11.0,5.0,3.2,32.0,9.0,0.0,4.0,0.0,2018,3,276,Saturday
434,2018-03-11,2.68,6.387,6.1,19.0,5.0,0.0,2.0,3.0,2018,3,276,Sunday
435,2018-03-12,4.0,3.33,6.7,63.4,11.0,2.0,1.0,0.0,2018,3,276,Monday
436,2018-03-13,2.66,4.33,4.0,39.1,9.0,0.0,9.0,3.0,2018,3,276,Tuesday
437,2018-03-14,3.34,4.16,3.0,41.0,3.0,0.0,12.0,3.0,2018,3,276,Wednesday
438,2018-03-15,8.0,3.01,4.9,46.8,8.0,0.0,0.0,1.0,2018,3,276,Thursday
439,2018-03-16,5.0,3.0,4.6,28.8,9.0,1.0,2.0,0.0,2018,3,276,Friday
440,2018-03-17,7.33,2.0,5.3,24.4,5.0,0.0,20.0,2.0,2018,3,276,Saturday
441,2018-03-18,2.0,2.33,1.5,31.0,7.0,0.0,15.0,0.0,2018,3,276,Sunday
442,2018-03-19,1.0,7.0,3.0,38.6,13.0,1.0,5.0,1.0,2018,3,276,Monday
443,2018-03-20,10.33,3.34,3.0,41.6,4.0,0.0,6.0,2.0,2018,3,276,Tuesday
444,2018-03-21,8.34,6.67,2.0,43.2,9.0,0.0,10.0,0.0,2018,3,276,Wednesday
445,2018-03-22,2.0,4.34,7.0,28.0,5.0,0.0,0.0,2.0,2018,3,276,Thursday
446,2018-03-23,4.0,5.472,5.2,22.4,8.0,2.0,9.0,4.0,2018,3,276,Friday
447,2018-03-24,3.68,8.66,6.4,17.6,10.0,2.0,13.0,1.0,2018,3,276,Saturday
448,2018-03-25,5.0,1.747,3.0,51.4,10.0,0.0,6.0,5.0,2018,3,276,Sunday
449,2018-03-26,3.0,2.67,2.0,27.0,3.0,0.0,22.0,1.0,2018,3,276,Monday
450,2018-03-27,1.33,3.056,3.0,50.5,6.0,0.0,0.0,2.0,2018,3,276,Tuesday
451,2018-03-28,6.0,5.727,2.3,35.5,7.0,0.0,8.0,2.0,2018,3,276,Wednesday
452,2018-03-29,6.33,4.827,10.0,25.7,4.0,0.0,0.0,0.0,2018,3,276,Thursday
453,2018-03-30,5.0,2.0,11.2,33.5,5.0,0.0,2.0,4.0,2018,3,276,Friday
454,2018-03-31,6.34,1.33,1.0,24.8,7.0,2.0,5.0,1.0,2018,4,276,Saturday
455,2018-04-01,5.0,3.99,5.4,35.07,3.0,0.0,3.0,5.0,2018,4,276,Sunday
456,2018-04-02,5.33,2.32,4.0,34.2,12.0,0.0,0.0,4.0,2018,4,276,Monday
457,2018-04-03,3.67,4.33,6.0,43.0,7.0,1.0,5.0,6.0,2018,4,276,Tuesday
458,2018-04-04,3.34,5.01,4.5,31.6,4.0,0.0,0.0,1.0,2018,4,276,Wednesday
459,2018-04-05,7.33,3.33,5.3,32.9,4.0,0.0,3.0,2.0,2018,4,276,Thursday
460,2018-04-06,6.0,3.66,6.7,25.0,8.0,0.0,8.0,1.0,2018,4,276,Friday
461,2018-04-07,4.0,2.33,3.0,18.0,11.0,0.0,10.0,4.0,2018,4,276,Saturday
462,2018-04-08,1.33,6.0,8.0,22.2,8.0,0.0,6.0,1.0,2018,4,276,Sunday
463,2018-04-09,9.84,6.505,4.0,65.6,5.0,2.0,8.0,5.0,2018,4,276,Monday
464,2018-04-10,11.68,3.0,3.4,26.0,9.0,0.0,5.0,6.0,2018,4,276,Tuesday
465,2018-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,4,276,Wednesday
466,2018-04-12,6.67,1.34,7.0,25.2,5.0,0.0,3.0,7.0,2018,4,276,Thursday
467,2018-04-13,4.66,6.01,7.0,41.8,5.0,0.0,5.0,2.0,2018,4,276,Friday
468,2018-04-14,2.0,2.33,3.0,29.25,15.0,0.0,0.0,2.0,2018,4,276,Saturday
469,2018-04-15,2.34,1.0,7.2,30.6,7.0,0.0,9.0,4.0,2018,4,276,Sunday
470,2018-04-16,9.33,3.66,3.0,29.65,6.0,0.0,1.0,5.0,2018,4,276,Monday
471,2018-04-17,7.33,3.0,1.0,31.3,1.0,0.0,1.0,4.0,2018,4,276,Tuesday
472,2018-04-18,9.32,5.528,3.8,36.5,3.0,0.0,0.0,2.0,2018,4,276,Wednesday
473,2018-04-19,3.0,5.043,3.7,38.0,13.0,0.0,1.0,3.0,2018,4,276,Thursday
474,2018-04-20,6.33,1.0,2.0,35.2,9.0,0.0,0.0,6.0,2018,4,276,Friday
475,2018-04-21,1.33,4.627,3.2,32.0,3.0,0.0,1.0,2.0,2018,4,276,Saturday
476,2018-04-22,4.0,1.0,1.0,28.2,8.0,0.0,1.0,4.0,2018,4,276,Sunday
477,2018-04-23,10.0,1.0,4.0,30.0,5.0,0.0,1.0,5.0,2018,4,276,Monday
478,2018-04-24,5.0,3.165,8.0,38.1,3.0,0.0,1.0,3.0,2018,4,276,Tuesday
479,2018-04-25,7.0,6.0,3.0,37.6,5.0,0.0,1.0,1.0,2018,4,276,Wednesday
480,2018-04-26,3.0,0.78,4.0,43.0,10.0,0.0,0.0,10.0,2018,4,276,Thursday
481,2018-04-27,4.33,4.67,3.1,15.2,7.0,0.0,5.0,6.0,2018,4,276,Friday
482,2018-04-28,2.0,0.43,4.2,27.6,2.0,0.0,11.0,3.0,2018,4,276,Saturday
483,2018-04-29,3.0,8.727,2.6,32.6,7.0,0.0,3.0,7.0,2018,4,276,Sunday
484,2018-04-30,5.34,1.68,4.94,11.4,4.0,0.0,0.0,4.7,2018,5,276,Monday
485,2018-05-01,5.0,3.66,3.0,47.8,6.0,2.0,0.0,5.0,2018,5,276,Tuesday
486,2018-05-02,6.67,1.066,2.1,19.2,4.0,0.0,1.0,6.0,2018,5,276,Wednesday
487,2018-05-03,4.0,4.723,8.6,36.0,5.0,1.0,10.0,3.3,2018,5,276,Thursday
488,2018-05-04,3.34,3.462,2.0,19.0,6.0,0.0,5.0,2.5,2018,5,276,Friday
489,2018-05-05,4.66,6.497,2.0,40.2,11.0,0.0,0.0,6.0,2018,5,276,Saturday
490,2018-05-06,2.0,3.34,2.0,21.0,4.0,1.0,5.0,10.0,2018,5,276,Sunday
491,2018-05-07,1.0,6.34,5.0,16.0,8.0,0.0,4.0,1.0,2018,5,276,Monday
492,2018-05-08,3.66,4.34,7.4,21.0,11.0,1.0,1.0,6.0,2018,5,276,Tuesday
493,2018-05-09,3.34,5.427,3.8,13.0,3.0,0.0,1.0,10.0,2018,5,276,Wednesday
494,2018-05-10,3.33,6.66,5.9,21.0,3.0,0.0,6.0,4.0,2018,5,276,Thursday
495,2018-05-11,7.33,1.99,8.2,22.95,13.0,0.0,0.0,8.0,2018,5,276,Friday
496,2018-05-12,8.0,3.44,9.0,28.4,5.0,0.0,2.0,4.5,2018,5,276,Saturday
497,2018-05-13,3.0,5.067,3.0,14.0,1.0,0.0,0.0,5.0,2018,5,276,Sunday
498,2018-05-14,3.34,6.53,4.3,48.4,8.0,0.0,4.0,3.2,2018,5,276,Monday
499,2018-05-15,5.0,4.066,4.1,40.4,4.0,0.0,0.0,4.0,2018,5,276,Tuesday
500,2018-05-16,5.0,3.33,5.0,23.2,0.0,0.0,0.0,8.0,2018,5,276,Wednesday
501,2018-05-17,7.0,2.713,5.2,21.4,6.0,1.0,2.0,2.2,2018,5,276,Thursday
502,2018-05-18,3.0,1.66,3.0,20.0,8.0,0.0,0.0,3.0,2018,5,276,Friday
503,2018-05-19,5.67,6.465,2.0,17.0,12.0,1.0,5.0,6.0,2018,5,276,Saturday
504,2018-05-20,6.0,1.957,3.0,10.0,5.0,0.0,1.0,3.3,2018,5,276,Sunday
505,2018-05-21,3.0,0.198,2.0,15.0,8.0,0.0,0.0,7.0,2018,5,276,Monday
506,2018-05-22,5.68,2.69,5.0,23.45,10.0,0.0,2.0,7.0,2018,5,276,Tuesday
507,2018-05-23,5.33,7.769,3.0,20.0,5.0,0.0,0.0,1.3,2018,5,276,Wednesday
508,2018-05-24,9.66,3.33,4.0,30.0,11.0,3.0,0.0,3.0,2018,5,276,Thursday
509,2018-05-25,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2018,5,276,Friday
510,2018-05-26,4.0,2.66,2.0,24.2,7.0,0.0,0.0,1.0,2018,5,276,Saturday
511,2018-05-27,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2018,5,276,Sunday
512,2018-05-28,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,2018,5,276,Monday
513,2018-05-29,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,2018,5,276,Tuesday
514,2018-05-30,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2018,5,276,Wednesday
515,2018-05-31,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,2018,6,276,Thursday
516,2018-06-01,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,2018,6,276,Friday
517,2018-06-02,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,2018,6,276,Saturday
518,2018-06-03,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,2018,6,276,Sunday
519,2018-06-04,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,2018,6,276,Monday
520,2018-06-05,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,2018,6,276,Tuesday
521,2018-06-06,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2018,6,276,Wednesday
522,2018-06-07,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,2018,6,276,Thursday
